SourceFile,SearchKey,ODSCode,OrganisationName,ServiceIndex,ServiceCode,ServiceName,AgeRangeIndex,FromAgeDays,ToAgeDays
page_000094.json,X325,REF12,Royal Cornwall Hospital (Treliske),1,SRV0001,Accident and emergency services,1,0,47481
page_000094.json,X3361,RYYCW,"Royal Victoria Hospital, Folkestone",1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000094.json,X3372,RYYCH,"Victoria Hospital, Deal",1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000094.json,X33854,R1A04,Princess of Wales Community Hospital - Worcestershire Health and Care NHS Trust,1,SRV0178,Urgent care centre,1,365,47481
page_000094.json,X339,RD816,Milton Keynes Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000094.json,X33912,NLT02,North Somerset Community Hospital,1,SRV0178,Urgent care centre,1,365,47481
page_000094.json,X3398,RYYC3,Queen Victoria Memorial Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000095.json,X34443,RN541,Royal Hampshire County Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000095.json,X34465,RY8DG,Ripley Hospital,2,SRV0541,Urgent Treatment Centre,1,91,394
page_000095.json,X34465,RY8DG,Ripley Hospital,2,SRV0541,Urgent Treatment Centre,2,365,47481
page_000095.json,X34468,RY838,Whitworth Hospital,2,SRV0541,Urgent Treatment Centre,1,91,394
page_000095.json,X34468,RY838,Whitworth Hospital,2,SRV0541,Urgent Treatment Centre,2,365,47481
page_000095.json,X3464,REMRQ,Royal Liverpool University Hospital,1,SRV0001,Accident and emergency services,1,5844,47481
page_000095.json,X3464,REMRQ,Royal Liverpool University Hospital,2,SRV0178,Urgent care centre,1,0,47481
page_000095.json,X34868,RCBL8,"Malton, Norton & District Hospital",2,SRV0541,Urgent Treatment Centre,1,0,47481
page_000095.json,X352,RBK02,Manor Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000097.json,X381,RAE01,Bradford Royal Infirmary,1,SRV0001,Accident and emergency services,1,0,47481
page_000098.json,X392,RBL14,Arrowe Park Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000100.json,X414,RA701,Bristol Royal Infirmary,1,SRV0001,Accident and emergency services,1,5844,47481
page_000101.json,X427,RDEE2,Clacton and District Hospital,2,SRV0541,Urgent Treatment Centre,1,365,47481
page_000102.json,X436,RA7C2,Weston General Hospital,1,SRV0001,Accident and emergency services,1,30,364
page_000102.json,X436,RA7C2,Weston General Hospital,1,SRV0001,Accident and emergency services,2,365,5843
page_000102.json,X436,RA7C2,Weston General Hospital,1,SRV0001,Accident and emergency services,3,5844,47481
page_000102.json,X441,RAJ01,Southend Hospital,1,SRV0001,Accident and emergency services,1,0,5843
page_000102.json,X441,RAJ01,Southend Hospital,1,SRV0001,Accident and emergency services,2,5844,47481
page_000103.json,X46039,NL809,North Kirklees NHS Walk In Centre,1,SRV0178,Urgent care centre,1,730,47481
page_000103.json,X46260,RYYD9,Sevenoaks Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000103.json,X46344,R1HKH,Whipps Cross Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000103.json,X46345,R1HM0,St Bartholomew's Hospital,1,SRV0178,Urgent care centre,1,730,47481
page_000103.json,X46346,R1HNH,Newham Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000103.json,X46458,NDJZZ,Caterham Dene Community Hospital,1,SRV0178,Urgent care centre,1,1826,47481
page_000103.json,X46604,R1D19,Oswestry Health Centre,1,SRV0178,Urgent care centre,1,365,47481
page_000104.json,X493,RCX70,The Queen Elizabeth Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000105.json,X498,RALWA,Watford General Hospital,1,SRV0001,Accident and emergency services,1,0,5843
page_000105.json,X498,RALWA,Watford General Hospital,1,SRV0001,Accident and emergency services,2,5844,47481
page_000105.json,X505,RBT20,Leighton Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000105.json,X505,RBT20,Leighton Hospital,3,SRV0178,Urgent care centre,1,0,47481
page_000106.json,X532,RC110,Bedford Hospital South Wing,1,SRV0001,Accident and emergency services,1,0,47481
page_000106.json,X539,RFFAA,Barnsley Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000108.json,X577,RF4DG,King George Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000108.json,X577,RF4DG,King George Hospital,3,SRV0178,Urgent care centre,1,0,47481
page_000108.json,X587,RCD01,Harrogate District Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000108.json,X590,RDU01,Frimley Park Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000109.json,X592,RCD6D,The New Selby War Memorial Hospital - Harrogate and District NHS Foundation Trust,1,SRV0541,Urgent Treatment Centre,1,365,47481
page_000109.json,X606,REM21,Aintree University Hospital,1,SRV0001,Accident and emergency services,1,5844,47481
page_000110.json,X627,RF4QH,Queen's Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000110.json,X627,RF4QH,Queen's Hospital,3,SRV0178,Urgent care centre,1,0,47481
page_000110.json,X631,RCB55,The York Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000111.json,X651,RCD02,Ripon and District Community Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000112.json,X676,RAS01,Hillingdon Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000113.json,X694,RA957,Newton Abbot Community Hospital - Torbay and South Devon NHS Foundation Trust,3,SRV0541,Urgent Treatment Centre,1,730,47481
page_000115.json,X739,RC971,Luton and Dunstable Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000116.json,X77,RBN01,Whiston Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000117.json,X775,RA201,Royal Surrey County Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000117.json,X787,RAL01,Royal Free Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000118.json,X805,RCF22,Airedale General Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000119.json,X809,RAX01,Kingston Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000119.json,X826,RD130,"Royal United Hospitals, Bath",1,SRV0001,Accident and emergency services,1,0,47481
page_000119.json,X826,RD130,"Royal United Hospitals, Bath",3,SRV0541,Urgent Treatment Centre,1,0,6573
page_000121.json,X857,RHM02,Royal South Hants Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000121.json,X85788,RWX84,St Mark,1,SRV0178,Urgent care centre,1,730,47481
page_000121.json,X870,RJR05,Countess Of Chester Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000121.json,X876,RWH01,Lister Hospital,1,SRV0001,Accident and emergency services,1,5844,47481
page_000121.json,X882,RNA01,Russells Hall Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000121.json,X882,RNA01,Russells Hall Hospital,3,SRV0541,Urgent Treatment Centre,1,30,394
page_000121.json,X882,RNA01,Russells Hall Hospital,3,SRV0541,Urgent Treatment Centre,2,365,47481
page_000121.json,X88840,RDR3L,Horsham Hospital,1,SRV0178,Urgent care centre,1,91,364
page_000121.json,X88840,RDR3L,Horsham Hospital,1,SRV0178,Urgent care centre,2,365,47481
page_000121.json,X88902,R1F01,St Mary's Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000121.json,X88937,RXC18,Uckfield Hospital,1,SRV0178,Urgent care centre,1,91,364
page_000121.json,X88937,RXC18,Uckfield Hospital,1,SRV0178,Urgent care centre,2,365,47481
page_000121.json,X88955,RW170,Petersfield Hospital - Southern Health NHS Foundation Trust,2,SRV0541,Urgent Treatment Centre,1,365,47481
page_000121.json,X88964,RXCLV,Lewes Victoria Hospital,1,SRV0541,Urgent Treatment Centre,1,91,364
page_000121.json,X88964,RXCLV,Lewes Victoria Hospital,1,SRV0541,Urgent Treatment Centre,2,365,47481
page_000121.json,X891,RM317,Royal Oldham Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000121.json,X891,RM317,Royal Oldham Hospital,2,SRV0541,Urgent Treatment Centre,1,0,47481
page_000121.json,X892,RK5HP,Newark Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000121.json,X896,RVV02,Buckland Hospital,2,SRV0541,Urgent Treatment Centre,1,0,47481
page_000122.json,X899,RPA17,Sheppey Community Hospital,1,SRV0541,Urgent Treatment Centre,1,365,47481
page_000122.json,X90457,RYX02,Soho NHS Walk-in Centre,1,SRV0178,Urgent care centre,1,5844,37254
page_000122.json,X907,RXN02,Royal Preston Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000122.json,X909,RTR45,Friarage Hospital,2,SRV0541,Urgent Treatment Centre,1,0,47481
page_000122.json,X910,RM315,Fairfield Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000122.json,X91155,RCBCA,Scarborough Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000123.json,X919,RR807,Wharfedale Hospital,1,SRV0541,Urgent Treatment Centre,1,365,24105
page_000123.json,X921,RK950,Derriford Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000123.json,X921,RK950,Derriford Hospital,3,SRV0541,Urgent Treatment Centre,1,365,47481
page_000123.json,X92212,RY922,Teddington Memorial Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000123.json,X92277,RYX23,Finchley NHS Walk-In Centre,1,SRV0178,Urgent care centre,1,1826,47481
page_000123.json,X929,RMC01,Royal Bolton Hospital,1,SRV0001,Accident and emergency services,1,5844,47481
page_000123.json,X93192,R1J21,North Cotswold Hospital,2,SRV0178,Urgent care centre,1,365,47481
page_000123.json,X93225,NNF94,East Riding Community Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000124.json,X93984,AC008,Rossendale Minor Injuries Unit,1,SRV0178,Urgent care centre,1,0,47481
page_000124.json,X95103,R1J08,Tewkesbury Community Hospital,2,SRV0178,Urgent care centre,1,365,47481
page_000124.json,X95105,R1J07,Vale Community Hospital,2,SRV0178,Urgent care centre,1,365,47481
page_000124.json,X95106,R1J13,Stroud General Hospital,2,SRV0178,Urgent care centre,1,365,47481
page_000124.json,X95110,R1J06,Cirencester Hospital,2,SRV0178,Urgent care centre,1,365,47481
page_000124.json,X95191,RK935,South Hams Hospital,1,SRV0178,Urgent care centre,1,730,47481
page_000124.json,X95205,RY2D3,Leigh Health Centre,1,SRV0541,Urgent Treatment Centre,1,365,47481
page_000124.json,X95214,RY8AH,Buxton Hospital,1,SRV0541,Urgent Treatment Centre,1,91,394
page_000124.json,X95214,RY8AH,Buxton Hospital,1,SRV0541,Urgent Treatment Centre,2,365,47481
page_000124.json,X95228,NQTE1,Coventry Walk In Centre,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000124.json,X95228,NQTE1,Coventry Walk In Centre,1,SRV0541,Urgent Treatment Centre,2,6574,47481
page_000124.json,X95237,NQTE9,Washwood Heath Urgent Care Centre,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000124.json,X953,RXF05,Pinderfields Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000124.json,X95639,RWX8X,West Berkshire Community Hospital,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000125.json,X95890,NQTE4,Summerfield Urgent Care Centre,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000125.json,X964,RPA29,Sittingbourne Hospital,1,SRV0541,Urgent Treatment Centre,1,365,47481
page_000125.json,X965,RTK01,St Peter's Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000125.json,X96535,YDC24,Nottingham NHS Urgent Care Centre,1,SRV0541,Urgent Treatment Centre,1,0,47481
page_000125.json,X96559,YDCD7,Brighton Station NHS Walk in Centre,1,SRV0178,Urgent care centre,1,1826,47481
page_000125.json,X96561,YDCE1,Norwich Practices Health Centre (Walk-In Centre),1,SRV0178,Urgent care centre,1,365,47481
page_000125.json,X96572,YDC40,Urgent Treatment Centre,1,SRV0541,Urgent Treatment Centre,1,365,47481
page_000125.json,X96573,YDC41,Victoria Central Health Centre,1,SRV0178,Urgent care centre,1,365,47481
page_000125.json,X96582,YDC10,Edgware NHS Walk-In Centre,1,SRV0178,Urgent care centre,1,730,47481
page_000125.json,X970,RJ122,St Thomas',1,SRV0001,Accident and emergency services,1,0,47481
page_000125.json,X97022,RBN55,St Helens Walk-In Centre,1,SRV0541,Urgent Treatment Centre,1,60,394
page_000125.json,X97022,RBN55,St Helens Walk-In Centre,1,SRV0541,Urgent Treatment Centre,2,365,47481
page_000125.json,X972,RM102,Norfolk and Norwich University Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000125.json,X97277,NCNDC,Dmc Community Dermatology Service - Swale CCG (Sheppey Community Hospital),1,SRV0541,Urgent Treatment Centre,1,365,47481
page_000125.json,X974,RTE03,Gloucestershire Royal Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000126.json,X97839,RJ231,Queen Elizabeth Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000126.json,X97874,RJZ30,Princess Royal University Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000126.json,X988,RJL32,Scunthorpe General Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000126.json,X991,RN506,Basingstoke and North Hampshire Hospital,1,SRV0001,Accident and emergency services,1,0,47481
page_000126.json,X99174,RNUDM,Witney Community Hospital,1,SRV0178,Urgent care centre,1,0,47481
page_000126.json,X99175,RNUDQ,Abingdon Community Hospital,1,SRV0178,Urgent care centre,1,0,47481
page_000126.json,X99584,RAL26,Barnet Hospital,1,SRV0001,Accident and emergency services,1,0,47481
